1,page,CLASSIC AN VINTAGE,,,Quantity (oz),,,
1820,206,FOUR IN HAND,VANILLA SYRUP,SYRUP (VANILLA),0.166667,,,
1821,,,,,,,,
1822,206,LA DOLCE VITA,CHAMOMILE-INFUSED OLD OVERHOLT RYE,WHISKEY (RYE),2,"Stir all the ingredients over ice, then strain into a",THOMAS WAUGH 2008,
1823,206,LA DOLCE VITA,CAMPARI,AMARO (APERITIVO),0.75,"double rocks glass over 1, large ice cube. No","This is a variation on the Old Pal, with",
1824,206,LA DOLCE VITA,ST-GERMAIN,LIQUEUR (ELDERFLOWER),0.5,garnish.,St-Germain in place of vermouth. It’s a great,
1825,,,,,,,example of the kind of simple drink we come,
1826,,,,,,,up with using the stuff we find in our home,
1827,,,,,,,bars.—TW,
1828,,,,,,,,
1829,,,,,,,,
1830,206,LA VIÁA,RUSSELL’S RESERVE RYE,WHISKEY (RYE),1,"Stir all the ingredients over ice, then strain into a",ALEX DAY 2009,
1831,206,LA VIÁA,AMARO NONINO,AMARO (MILD),1,coupe. No garnish.,"For this, my first foray into lower-alcohol",
1832,206,LA VIÁA,LUSTAU EAST INDIA SOLERA SHERRY,SHERRY,1,,"cocktails, I used two of my pet ingredients:",
1833,206,LA VIÁA,REGANS’ ORANGE BITTERS,BITTERS (ORANGE),0.03125,,sherry and Amaro Nonino. It tastes similar to,
1834,,,,,,,a Manhattan but much lighter.—AD,
1835,,,,,,,,
1836,,,,,,,,
1837,206,MANHATTAN TRANSFER,RITTENHOUSE 100 RYE,WHISKEY (RYE),1.5,"Stir all the ingredients over ice, then strain into a",PHIL WARD 2008,
1838,206,MANHATTAN TRANSFER,DRY VERMOUTH,VERMOUTH (DRY),1,coupe. No garnish.,,
1839,206,MANHATTAN TRANSFER,RAMAZZOTTI,AMARO (MEDIUM),1,,,
1840,206,MANHATTAN TRANSFER,HOUSE ORANGE BITTERS,BITTERS (ORANGE),0.03125,,,
1841,,,,,,,,
1842,208,SCOTCH DRAM,COMPASS BOX ASYLA SCOTCH,WHISKEY (SCOTCH BLENDED),2,"Stir all the ingredients over ice, then strain into a",PHIL WARD 2008,
1843,208,SCOTCH DRAM,CARPANO ANTICA FORMULA VERMOUTH,VERMOUTH (SWEET),0.75,coupe. No garnish.,,
1844,208,SCOTCH DRAM,DRAMBUIE,LIQUEUR (DRAMBUIE),0.25,,,
1845,208,SCOTCH DRAM,HOUSE PEYCHAUD’S BITTERS,BITTERS (CREOLE),0.03125,,,
1846,,,,,,,,
1847,208,SHRUFF’S END,LAPHROAIG 10-YEAR SCOTCH,WHISKEY (SCOTCH ISLAY),1,"Stir all the ingredients over ice, then strain into a",PHIL WARD 2008,
1848,208,SHRUFF’S END,LAIRD’S BONDED APPLE BRANDY,BRANDY (APPLE),1,coupe. No garnish.,Bénédictine can make almost any two,
1849,208,SHRUFF’S END,BÉNÉDICTINE,LIQUEUR (BÉNÉDICTINE),0.5,,ingredients love each other. Here it’s the perfect,
1850,208,SHRUFF’S END,HOUSE PEYCHAUD’S BITTERS,BITTERS (CREOLE),0.0625,,bridge between peaty Scotch and apply brandy.,
1851,,,,,,,The result tastes like a smoked apple.—PW,
1852,,,,,,,,
1853,,,,,,,,
1854,208,ST. COLUMBUS RILL,BUSHMILLS IRISH WHISKEY,WHISKEY (IRISH),2,"Stir all the ingredients over ice, then strain into a",PHIL WARD 2008,
1855,208,ST. COLUMBUS RILL,DOLIN BLANC VERMOUTH,VERMOUTH (BLANC),0.75,coupe. No garnish.,,
1856,208,ST. COLUMBUS RILL,GREEN CHARTREUSE,CHARTREUSE (GREEN),0.25,,,
1857,208,ST. COLUMBUS RILL,LUXARDO MARASCHINO LIQUEUR,LIQUEUR (CHERRY),0.25,,,
1858,,,,,,,,
1859,208,SWEET AND VICIOUS,FUJI APPLE SLICES,FRUIT (APPLE),2 slices,GARNISH: 1 APPLE FAN,ALEX DAY 2008,
1860,208,SWEET AND VICIOUS,OLD OVERHOLT RYE,WHISKEY (RYE),2,"In a mixing glass, gently muddle the apple slices.",Using muddled apples quickly infuses this,
1861,208,SWEET AND VICIOUS,DOLIN DRY VERMOUTH,VERMOUTH (DRY),0.5,Add the remaining ingredients and stir over ice.,"variation on the Manhattan with their bright,",
1862,208,SWEET AND VICIOUS,AMARO NONINO,AMARO (MILD),0.5,Double strain into a coupe and garnish with the,"yeasty flavor, giving it a light quality.—AD",
1863,208,SWEET AND VICIOUS,MAPLE SYRUP,SYRUP (MAPLE),0.166667,apple fan.,,
1864,,,,,,,,
1865,208,TEA IN THE SAHARA,LEMON COIN WITH A BIT OF PITH,TWIST (LEMON),1 twist,Squeeze the lemon over a mixing glass and drop,BRIAN MILLER 2009,
1866,208,TEA IN THE SAHARA,COCONUT GREEN TEA–INFUSED FAMOUS GROUSE SCOTCH,WHISKEY (SCOTCH BLENDED),2,it in. Add the remaining ingredients and stir with,,
1867,208,TEA IN THE SAHARA,STREGA,LIQUEUR (STREGA),0.166667,ice. Strain into a double rocks glass. No garnish.,,
1868,208,TEA IN THE SAHARA,ACACIA HONEY SYRUP,SYRUP (HONEY),0.166667,,,
1869,,,,,,,,
1870,209,TREMBLING BELL,CHAMOMILE-INFUSED OLD OVERHOLT RYE,WHISKEY (RYE),1.5,Stir all the ingredients (except the lemon twist),THOMAS WAUGH 2012,
1871,209,TREMBLING BELL,KNAPPOGUE CASTLE 12-YEAR IRISH WHISKEY,WHISKEY (IRISH),1,"over ice, then strain into a coupe. Squeeze the",,
1872,209,TREMBLING BELL,COCCHI AMERICANO,APERITIF (COCCHI AMERICANO),0.75,lemon twist over the drink and discard. No,,
1873,209,TREMBLING BELL,MASSENEZ CRÈME DE PÊCHE PEACH LIQUEUR,LIQUEUR (PEACH),0.166667,garnish.,,
1874,209,TREMBLING BELL,ACACIA HONEY SYRUP,SYRUP (HONEY),0.0833335,,,
1875,209,TREMBLING BELL,LEMON TWIST,TWIST (LEMON),1 twist,,,
1876,,,,,,,,
1877,209,WICKED KISS,RITTENHOUSE 100 RYE,WHISKEY (RYE),1,"Stir all the ingredients over ice, then strain into a",PHIL WARD 2007,
1878,209,WICKED KISS,LAIRD’S BONDED APPLE BRANDY,BRANDY (APPLE),1,coupe. No garnish.,This variation on the classic Widow’s Kiss was,
1879,209,WICKED KISS,YELLOW CHARTREUSE,CHARTREUSE (YELLOW),0.25,,one of the first drinks I developed for the,
1880,209,WICKED KISS,BÉNÉDICTINE,LIQUEUR (BÉNÉDICTINE),0.25,,original Death & Co menu.—PW,
1881,209,WICKED KISS,ANGOSTURA BITTERS,BITTERS (AROMATIC),0.03125,,,
1882,,,,,,,,
1883,,BRANDY SHAKEN,,,,,,
1884,,,,,,,,
1885,210,BANANA COGNAC,PIERRE FERRAND 1840 COGNAC,BRANDY (GRAPE),1,GARNISH: 1 DRIED BANANA CHIP,TYSON BUHLER 2013,
1886,210,BANANA COGNAC,AVUÁ AMBURANA CACHAÇA,CACHAÇA,0.5,"Short shake all the ingredients with 3 ice cubes,","Inspired by a Dave Chappelle sketch, this",
1887,210,BANANA COGNAC,LEMON JUICE,JUICE (LEMON),0.75,then strain into a pilsner glass filled with crushed,"concept drink uses Avuá amburana, which has",
1888,210,BANANA COGNAC,ORANGE JUICE,JUICE (ORANGE),0.5,ice. Garnish with the dried banana chip and serve,awesome fruit and chocolate notes that you,
1889,210,BANANA COGNAC,BANANA SYRUP,SYRUP (BANANA),0.75,with a straw.,don’t find in other cachaças.—TB,
1890,210,BANANA COGNAC,ORGEAT,SYRUP (ORGEAT),0.25,,,
1891,210,BANANA COGNAC,ANGOSTURA BITTERS,BITTERS (AROMATIC),0.0625,,,
1892,,,,,,,,
1893,210,DON’T SIT UNDER THE APPLE,LAIRD’S BONDED APPLE BRANDY,BRANDY (APPLE),2,GARNISH: 1 BRAEBURN APPLE SLICE,TREE,
1894,210,DON’T SIT UNDER THE APPLE,LEMON JUICE,JUICE (LEMON),0.5,"Dry shake all the ingredients, then shake again",BRIAN MILLER 2008,
1895,210,DON’T SIT UNDER THE APPLE,BRAEBURN APPLE SYRUP,SYRUP (APPLE),1,with ice. Double strain into a coupe. Garnish with,I use only the flavorful cores and peels of,
1896,210,DON’T SIT UNDER THE APPLE,EGG WHITE,EGG (WHITE),1,the apple slice.,apples to make the Braeburn syrup in this,
1897,210,DON’T SIT UNDER THE APPLE,FEE BROTHERS WHISKEY BARREL-AGED BITTERS,BITTERS (AROMATIC),0.03125,,cocktail.—BM,
1898,,,,,,,,
1899,,,,,,,,
1900,210,ENCHANTED ORCHARD,CAMPO DE ENCANTO ACHOLADO PISCO,BRANDY (PISCO),1.5,GARNISH: 1 CINNAMON STICK,JOAQUÍN SIMÓ 2011,
1901,210,ENCHANTED ORCHARD,BUSNEL VSOP CALVADOS,BRANDY (APPLE),0.5,"Shake all the ingredients with ice, then strain into",,
1902,210,ENCHANTED ORCHARD,BÉNÉDICTINE,LIQUEUR (BÉNÉDICTINE),0.5,"a double rocks glass over 1, large ice cube.",,
1903,210,ENCHANTED ORCHARD,PINEAPPLE JUICE,JUICE (PINEAPPLE),0.5,Garnish with the cinnamon stick.,,
1904,210,ENCHANTED ORCHARD,LEMON JUICE,JUICE (LEMON),0.5,,,
1905,210,ENCHANTED ORCHARD,ACACIA HONEY SYRUP,SYRUP (HONEY),0.5,,,
1906,,,,,,,,
1907,210,GINGER SNAP,PIERRE FERRAND AMBRE COGNAC,BRANDY (GRAPE),1.5,"Shake all the ingredients with ice, then strain into",JOAQUÍN SIMÓ 2009,
1908,210,GINGER SNAP,SMITH & CROSS RUM,RUM (JAMAICAN),0.5,a coupe. No garnish.,,
1909,210,GINGER SNAP,RHUM CLÉMENT CRÉOLE SHRUBB,LIQUEUR (ORANGE),0.5,,,
1910,210,GINGER SNAP,LEMON JUICE,JUICE (LEMON),0.75,,,
1911,210,GINGER SNAP,CINNAMON BARK SYRUP,SYRUP (CINNAMON),0.25,,,
1912,210,GINGER SNAP,GINGER SYRUP,SYRUP (GINGER),0.25,,,
1913,,,,,,,,
1914,211,GOLDEN GATE,GRAND MARNIER,LIQUEUR (ORANGE),0.75,"GARNISH: 1, LIME TWIST",THOMAS WAUGH 2009,
1915,211,GOLDEN GATE,BÉNÉDICTINE,LIQUEUR (BÉNÉDICTINE),0.5,"Short shake all the ingredients with 3 ice cubes,",It may seem odd to use Grand Marnier as a,
1916,211,GOLDEN GATE,CAMPARI,AMARO (APERITIVO),0.5,then strain into a highball glass filled with crushed,"base spirit, but it’s a blend of cognac and triple",
1917,211,GOLDEN GATE,GRAPEFRUIT JUICE,JUICE (GRAPEFRUIT),0.75,ice. Garnish with the lime twist and serve with a,"sec, and it can work if you balance its richness",
1918,211,GOLDEN GATE,LIME JUICE,JUICE (LIME),0.5,straw.,"with something bitter, like Campari, and lots of",
1919,,,,,,,citrus juice.—TW,
1920,,,,,,,,
1921,,,,,,,,
1922,211,HEART-SHAPED BOX,STRAWBERRY,FRUIT (STRAWBERRY),1 berry,GARNISH: ½ STRAWBERRY,BRAD FARRAN 2013,
1923,211,HEART-SHAPED BOX,HINE H COGNAC,BRANDY (GRAPE),2,"In a shaker, gently muddle the strawberry. Add",,
1924,211,HEART-SHAPED BOX,ST-GERMAIN,LIQUEUR (ELDERFLOWER),0.75,the remaining ingredients and short shake. Strain,,
1925,211,HEART-SHAPED BOX,LEMON JUICE,JUICE (LEMON),0.75,into a double rocks glass filled with crushed ice.,,
1926,211,HEART-SHAPED BOX,CINNAMON BARK SYRUP,SYRUP (CINNAMON),0.25,Garnish with the strawberry half and serve with a,,
1927,211,HEART-SHAPED BOX,AGED BALSAMIC VINEGAR,OTHER (VINEGAR),0.0833335,straw.,,
1928,211,HEART-SHAPED BOX,ANGOSTURA BITTERS,BITTERS (AROMATIC),0.03125,,,
1929,,,,,,,,
1930,211,HOI POLLOI,HINE H COGNAC,BRANDY (GRAPE),1,"GARNISH: 1, PINEAPPLE WEDGE",JESSICA GONZALEZ 2009,
1931,211,HOI POLLOI,DRIED CURRANT–INFUSED WILD TURKEY RYE,WHISKEY (RYE),0.5,"Short shake all the ingredients with 3 ice cubes,",,
1932,211,HOI POLLOI,MARIE BRIZARD WHITE CRÈME DE CACAO,LIQUEUR (CRÈME DE CACAO),0.5,then strain into a pilsner glass filled with crushed,,
1933,211,HOI POLLOI,PINEAPPLE JUICE,JUICE (PINEAPPLE),1,ice. Garnish with the pineapple wedge and serve,,
1934,211,HOI POLLOI,LEMON JUICE,JUICE (LEMON),0.75,with a straw.,,
1935,211,HOI POLLOI,SIMPLE SYRUP,SYRUP (SIMPLE),0.5,,,
1936,211,HOI POLLOI,ANGOSTURA BITTERS,BITTERS (AROMATIC),0.03125,,,
1937,,,,,,,,
1938,211,JOKER’S WILD,LA DIABLADA PISCO,BRANDY (PISCO),0.5,Dry shake all the ingredients (except the club,THOMAS WAUGH 2011,
1939,211,JOKER’S WILD,ZOCO PACHARÁN NAVARRO LIQUEUR,LIQUEUR,1.5,"soda), then shake again with ice. Strain into a",Pacharán is a Basque liqueur flavored with sloe,
1940,211,JOKER’S WILD,VIEUX PONTARLIER ABSINTHE,ABSINTHE,0.0625,highball glass filled with ice cubes. Top with club,"berries, coffee beans, and anise.—TW",
1941,211,JOKER’S WILD,LEMON JUICE,JUICE (LEMON),0.75,soda and garnish with a spoonful of the foam left,,
1942,211,JOKER’S WILD,SIMPLE SYRUP,SYRUP (SIMPLE),0.5,in the tin.,,
1943,211,JOKER’S WILD,VANILLA SYRUP,SYRUP (VANILLA),0.25,,,
1944,211,JOKER’S WILD,CLUB SODA,SODA,remainder,,,
1945,,,,,,,,
1946,213,LITTLE BIRDY,STRAWBERRY- AND PINEAPPLE-INFUSED MACCHU PISCO,BRANDY (PISCO),2,"Shake all the ingredients with ice, then strain into",JOAQUÍN SIMÓ 2009,
1947,213,LITTLE BIRDY,ST-GERMAIN,LIQUEUR (ELDERFLOWER),0.5,a coupe. No garnish.,"This is one that I call a “roast chicken” drink,",
1948,213,LITTLE BIRDY,GRAPEFRUIT JUICE,JUICE (GRAPEFRUIT),0.75,,meaning everyone likes it. I didn’t name it after,
1949,213,LITTLE BIRDY,LEMON JUICE,JUICE (LEMON),0.5,,"chicken, though, but for pisco, the Quechuan",
1950,213,LITTLE BIRDY,SIMPLE SYRUP,SYRUP (SIMPLE),0.166667,,word for “bird.”—JS,
1951,,,,,,,,
1952,,,,,,,,
1953,213,LITTLE MISS ANNABELLE,PIERRE FERRAND AMBRE COGNAC,BRANDY (GRAPE),2,"Shake all the ingredients with ice, then strain into",JOAQUÍN SIMÓ 2009,
1954,213,LITTLE MISS ANNABELLE,MATHILDE POIRE PEAR LIQUEUR,LIQUEUR (PEAR),0.25,a coupe. No garnish.,I named this variation on the Sidecar after the,
1955,213,LITTLE MISS ANNABELLE,BÉNÉDICTINE,LIQUEUR (BÉNÉDICTINE),0.25,,"daughter of Alexandre Gabriel, who owns Pierre",
1956,213,LITTLE MISS ANNABELLE,LEMON JUICE,JUICE (LEMON),0.75,,Ferrand. It has a rich mouthfeel for using such,
1957,213,LITTLE MISS ANNABELLE,CANE SUGAR SYRUP,SYRUP (CANE SUGAR),0.25,,a small amount of sweetener.—JS,
1958,213,LITTLE MISS ANNABELLE,HOUSE PEYCHAUD’S BITTERS,BITTERS (CREOLE),0.03125,,,
1959,,,,,,,,
1960,213,MAGGIE SMITH,CAMPO DE ENCANTO ACHOLADO PISCO,BRANDY (PISCO),1,GARNISH: 1 LIME WHEEL,JOAQUÍN SIMÓ 2009,
1961,213,MAGGIE SMITH,BANKS 5-ISLAND WHITE RUM,RUM (ENGLISH WHITE),1,"Shake all the ingredients with ice, then strain into","This is a variation on Between the Sheets, a",
1962,213,MAGGIE SMITH,SANTA TERESA ORANGE LIQUEUR,LIQUEUR (ORANGE),0.5,a coupe. Garnish with the lime wheel.,classic cocktail that’s a rarity in having a split,
1963,213,MAGGIE SMITH,LIME JUICE,JUICE (LIME),0.75,,"base. Here, I’ve replaced the cognac with",
1964,213,MAGGIE SMITH,ORGEAT,SYRUP (ORGEAT),0.25,,pisco.—JS,
1965,213,MAGGIE SMITH,ACACIA HONEY SYRUP,SYRUP (HONEY),0.166667,,,
1966,,,,,,,,
1967,213,MORNING BUZZ,HINE H COGNAC,BRANDY (GRAPE),1,"Dry shake all the ingredients, then shake with ice.",JILLIAN VOSE 2012,
1968,213,MORNING BUZZ,ZACAPA 23-YEAR RUM,RUM (SPANISH),0.75,Double strain into a fancy fizz glass. No garnish.,,
1969,213,MORNING BUZZ,LUSTAU AMONTILLADO SHERRY,SHERRY (AMONTILLADO),0.5,,,
1970,213,MORNING BUZZ,ORGEAT,SYRUP (ORGEAT),0.25,,,
1971,213,MORNING BUZZ,ACACIA HONEY SYRUP,SYRUP (HONEY),0.25,,,
1972,213,MORNING BUZZ,HONEY NUT CHEERIO–INFUSED CREAM,CREAM (HEAVY),0.75,,,
1973,213,MORNING BUZZ,EGG YOLK,EGG (YOLK),0.5,,,
1974,,,,,,,,
1975,213,MUCHO PICCHU,MACCHU PISCO,BRANDY (PISCO),1.5,GARNISH: 1 GRAPEFRUIT TWIST,JOAQUÍN SIMÓ 2008,
1976,213,MUCHO PICCHU,LUXARDO MARASCHINO LIQUEUR,LIQUEUR (CHERRY),0.25,Shake all the ingredients (except the champagne),,
1977,213,MUCHO PICCHU,GRAPEFRUIT JUICE,JUICE (GRAPEFRUIT),0.5,"with ice, then strain into a flute. Top with",,
1978,213,MUCHO PICCHU,SIMPLE SYRUP,SYRUP (SIMPLE),0.5,champagne and garnish with the grapefruit twist.,,
1979,213,MUCHO PICCHU,DRY CHAMPAGNE,WINE (SPARKLING),remainder,,,
1980,,,,,,,,
1981,214,PEACHY PACHACUTI,RIPE PEACH SLICES,FRUIT (PEACH),3 slices,"In a shaker, muddle the peach slices. Add the",THOMAS WAUGH 2011,
1982,214,PEACHY PACHACUTI,MACCHU PISCO,BRANDY (PISCO),2,remaining ingredients and shake with ice. Double,I created the drink for a pisco cocktail,
1983,214,PEACHY PACHACUTI,LIME JUICE,JUICE (LIME),0.5,"strain into a snifter over 1, large ice cube. No","competition in Peru, using Greek yogurt instead",
1984,214,PEACHY PACHACUTI,LEMON JUICE,JUICE (LEMON),0.5,garnish.,of egg whites. I named it after an Inca,
1985,214,PEACHY PACHACUTI,ACACIA HONEY SYRUP,SYRUP (HONEY),0.75,,"emperor, figuring that would increase my",
1986,214,PEACHY PACHACUTI,GREEK YOGURT,OTHER (YOGURT),0.166667,,"chances of winning. Unfortunately, I forgot to",
1987,,,,,,,add the yogurt when I made the drink for the,
1988,,,,,,,"judges, and they hated it.—TW",
1989,,,,,,,,
1990,,,,,,,,
1991,214,POIRE MAN’S COBBLER,RIPE BARTLETT PEAR CUBED,FRUIT (PEAR),.25 pear,GARNISH: 1 BARTLETT PEAR SLICE,PHIL WARD 2008,
1992,214,POIRE MAN’S COBBLER,BUSNEL VSOP CALVADOS,BRANDY (APPLE),2,"In a shaker, muddle the pear. Add the remaining",,
1993,214,POIRE MAN’S COBBLER,BÉNÉDICTINE,LIQUEUR (BÉNÉDICTINE),0.25,ingredients and shake with ice. Strain into a,,
1994,214,POIRE MAN’S COBBLER,HOUSE PEYCHAUD’S BITTERS,BITTERS (CREOLE),0.0625,double rocks glass filled with crushed ice. Garnish,,
1995,,,,,,with the pear slice.,,
1996,,,,,,,,
1997,214,PORT AUTHORITY,BLACKBERRIES,FRUIT (BLACKBERRY),4 berries ,GARNISH: 1 BLACKBERRY,THOMAS WAUGH 2008,
1998,214,PORT AUTHORITY,COGNAC,BRANDY (GRAPE),2,"In a shaker, gently muddle the blackberries. Add",,
1999,214,PORT AUTHORITY,OTIMA 10-YEAR TAWNY PORT,WINE (PORT),0.75,the remaining ingredients and shake with ice.,,
2000,214,PORT AUTHORITY,CRÈME DE CASSIS,LIQUEUR (CRÈME DE CASSIS),0.5,Double strain into a coupe and garnish with the,,
2001,214,PORT AUTHORITY,LEMON JUICE,JUICE (LEMON),0.5,blackberry.,,
2002,214,PORT AUTHORITY,BITTERMENS XOCOLATL MOLE BITTERS,BITTERS (CHOCOLATE),0.0625,,,
2003,,,,,,,,
2004,214,SLOE SCOBEYVILLE SLING,LAIRD’S BONDED APPLE BRANDY,BRANDY (APPLE),2,GARNISH: 1 FUJI APPLE SLICE,PHIL WARD 2008,
2005,214,SLOE SCOBEYVILLE SLING,PLYMOUTH SLOE GIN,GIN (SLOE),1,Short shake all the ingredients (except the club,,
2006,214,SLOE SCOBEYVILLE SLING,LEMON JUICE,JUICE (LEMON),0.5,"soda) with 3 ice cubes, then strain into a highball",,
2007,214,SLOE SCOBEYVILLE SLING,SIMPLE SYRUP,SYRUP (SIMPLE),0.75,glass filled with ice cubes. Top with club soda.,,
2008,214,SLOE SCOBEYVILLE SLING,PEYCHAUD’S BITTERS,BITTERS (CREOLE),0.0625,Garnish with the apple slice and serve with a,,
2009,214,SLOE SCOBEYVILLE SLING,CLUB SODA,SODA,remainder,straw.,,
2010,,,,,,,,
2011,215,SOLERA SIDECAR,HINE H COGNAC,BRANDY (GRAPE),1.5,"Shake all the ingredients with ice, then strain into",JOAQUÍN SIMÓ 2009,
2012,215,SOLERA SIDECAR,EAST INDIA SOLERA SHERRY,SHERRY,0.5,a coupe. No garnish.,This play on the Sidecar tastes like a dessert,
2013,215,SOLERA SIDECAR,GRAND MARNIER,LIQUEUR (ORANGE),0.25,,"pastry: the sherry lends a nutty flavor, the",
2014,215,SOLERA SIDECAR,LAZZARONI AMARETTO,LIQUEUR (ALMOND),0.25,,"amaro provides a biscotti note, and the cognac",
2015,215,SOLERA SIDECAR,LEMON JUICE,JUICE (LEMON),0.5,,is fruity and floral.—JS,
2016,215,SOLERA SIDECAR,SIMPLE SYRUP,SYRUP (SIMPLE),0.25,,,
2017,,,,,,,,
2018,215,STICK THE LANDING,LOUIS ROYER FORCE 53 COGNAC,BRANDY (GRAPE),1,"Shake all the ingredients with ice, then strain into",BRAD FARRAN 2012,
2019,215,STICK THE LANDING,REDBREAST 12-YEAR IRISH WHISKEY,WHISKEY (IRISH),1,a coupe. No garnish.,,
2020,215,STICK THE LANDING,MASSENEZ CRÈME DE PÊCHE PEACH LIQUEUR,LIQUEUR (PEACH),0.166667,,,
2021,215,STICK THE LANDING,LEMON JUICE,JUICE (LEMON),0.75,,,
2022,215,STICK THE LANDING,CANE SUGAR SYRUP,SYRUP (CANE SUGAR),0.5,,,
2023,215,STICK THE LANDING,ANGOSTURA BITTERS,BITTERS (AROMATIC),0.0625,,,
2024,,,,,,,,
2025,,BRANDY STIRRED,,,,,,
2026,,,,,,,,
2027,216,BLACK MAGIC,VIEUX PONTARLIER ABSINTHE,ABSINTHE,rinse,Rinse a coupe with absinthe and dump. Stir the,THOMAS WAUGH 2009,
2028,216,BLACK MAGIC,HINE H COGNAC,BRANDY (GRAPE),1,"remaining ingredients over ice, then strain into the",This drink isn’t as harsh as the recipe makes it,
2029,216,BLACK MAGIC,ANGOSTURA 5-YEAR RUM,RUM (ENGLISH),1,coupe. No garnish.,look. The minute amounts of absinthe and,
2030,216,BLACK MAGIC,MARIE BRIZARD WHITE CRÈME DE MENTHE,LIQUEUR (CRÈME DE MENTHE),0.5,,Fernet add a light herbaceous note to the duo,
2031,216,BLACK MAGIC,FERNET-BRANCA,AMARO (FERNET),0.166667,,of brandy and crème de menthe in the classic,
2032,216,BLACK MAGIC,SIMPLE SYRUP,SYRUP (SIMPLE),0.166667,,Stinger cocktail.—TW,
2033,,,,,,,,
2034,,,,,,,,
2035,216,BLACK MARKET BRANDY,LAIRD’S BONDED APPLE BRANDY,BRANDY (APPLE),1,GARNISH: 3 BRANDIED CHERRIES ON A,JOAQUÍN SIMÓ 2008,
2036,216,BLACK MARKET BRANDY,HINE H COGNAC,BRANDY (GRAPE),1,COCKTAIL PICK,Vermouth infused with Market Spice,
2037,216,BLACK MARKET BRANDY,CINNAMON ORANGE TEA–INFUSED SWEET VERMOUTH,VERMOUTH (SWEET),0.75,"Stir all the ingredients over ice, then strain into a",Cinnamon-Orange Tea has become one of D&C’s,
2038,216,BLACK MARKET BRANDY,HOUSE PEYCHAUD’S BITTERS,BITTERS (CREOLE),0.03125,coupe. Garnish with the cherries.,signature ingredients—everyone loves playing,
2039,216,BLACK MARKET BRANDY,ANGOSTURA BITTERS,BITTERS (AROMATIC),0.03125,,with it. This is my brandy version of Brian’s,
2040,,,,,,,Black Market Manhattan.—JS,
2041,,,,,,,,
2042,,,,,,,,
2043,216,CASTLE OF CóRDOBA,BUSNEL VSOP CALVADOS,BRANDY (APPLE),0.75,GARNISH: 1 APPLE SLICE,JOAQUÍN SIMÓ 2009,
2044,216,CASTLE OF CóRDOBA,PIERRE FERRAND AMBRE COGNAC,BRANDY (GRAPE),0.5,"Stir all the ingredients over ice, then strain into a",,
2045,216,CASTLE OF CóRDOBA,ALVEAR FESTIVAL PALE CREAM SHERRY,SHERRY (PALE CREAM),2,coupe. Garnish with the apple slice.,,
2046,216,CASTLE OF CóRDOBA,HOUSE PEYCHAUD’S BITTERS,BITTERS (CREOLE),0.0625,,,
2047,,,,,,,,
2048,216,JARNAC SHRUB,HINE H COGNAC,BRANDY (GRAPE),2,GARNISH: 3 BRANDIED CHERRIES ON A,TOBY CECCHINI 2009,
2049,216,JARNAC SHRUB,CARPANO ANTICA FORMULA VERMOUTH,VERMOUTH (SWEET),1,COCKTAIL PICK,,
2050,216,JARNAC SHRUB,TOBY’S SOUR CHERRY SHRUB,SHRUB (SOUR CHERRY),1,"Stir all the ingredients over ice, then strain into a",,
2051,216,JARNAC SHRUB,HOUSE ORANGE BITTERS,BITTERS (ORANGE),0.03125,coupe. Garnish with the cherries.,,
2052,,,,,,,,
2053,217,LEGEND,PIERRE FERRAND 1840 COGNAC,BRANDY (GRAPE),1,"Stir all the ingredients over ice, then strain into a",JILLIAN VOSE 2012,
2054,217,LEGEND,APPLETON ESTATE V/X RUM,RUM (JAMAICAN),0.5,coupe. No garnish.,,
2055,217,LEGEND,LUSTAU AMONTILLADO SHERRY,SHERRY (AMONTILLADO),0.75,,,
2056,217,LEGEND,AMARO NONINO,AMARO (MILD),0.5,,,
2057,217,LEGEND,DEMERARA SYRUP,SYRUP (DEMERARA),0.25,,,
2058,217,LEGEND,BITTER TRUTH AROMATIC BITTERS,BITTERS (AROMATIC),0.03125,,,
2059,217,LEGEND,ANGOSTURA BITTERS,BITTERS (AROMATIC),0.03125,,,
2060,,,,,,,,
2061,217,LES VERTS MONTS,TARIQUET VS CLASSIQUE BAS-ARMAGNAC,BRANDY (GRAPE),1,GARNISH: 1 FUJI APPLE SLICE,JILLIAN VOSE 2013,
2062,217,LES VERTS MONTS,GUILLON-PAINTURAUD COGNAC GRANDE CHAMPAGNE VSOP,BRANDY (GRAPE),0.75,Stir all the ingredients (except the lemon twist),This drink showcases the many ways we use,
2063,217,LES VERTS MONTS,BUSNEL VSOP CALVADOS,BRANDY (APPLE),0.75,"over ice, then strain into a Nick & Nora glass.","grape-based ingredients behind the bar,",
2064,217,LES VERTS MONTS,DOLIN BLANC VERMOUTH,VERMOUTH (BLANC),0.75,Squeeze the lemon twist over the drink and,combining the best products from France and,
2065,217,LES VERTS MONTS,ALVEAR FESTIVAL PALE CREAM SHERRY,SHERRY (PALE CREAM),0.25,discard. Garnish with the apple slice.,Spain.—JV,
2066,217,LES VERTS MONTS,MAPLE SYRUP,SYRUP (MAPLE),0.25,,,
2067,217,LES VERTS MONTS,ANGOSTURA BITTERS,BITTERS (AROMATIC),0.03125,,,
2068,217,LES VERTS MONTS,LEMON TWIST,TWIST (LEMON),1 twist,,,
2069,,,,,,,,
